id_school,perc_computer
11000201,0.591304347826087
11000260,0.7195571955719557
11000295,0.7747747747747747
11000317,0.50920245398773
11000368,0.4507042253521127
11000376,0.6298701298701299
11000457,0.25263157894736843
11000473,0.59375
11000589,0.25
11000597,0.48872180451127817
11000651,0.5636363636363636
11000660,0.44
11000678,0.5714285714285714
11000848,0.48854961832061067
11000856,0.43010752688172044
11000864,0.0945945945945946
11000910,0.6996587030716723
11000970,0.5076142131979695
11001003,0.2556390977443609
11001011,0.24
11001038,0.3565217391304348
11001046,0.4583333333333333
11001097,0.425
11001119,0.5419847328244275
11001135,0.5647058823529412
11001143,0.3791208791208791
11001160,0.36153846153846153
11001178,0.6394557823129252
11001186,0.2
11001240,0.33482142857142855
11001267,0.20833333333333334
11001275,0.48828125
11001283,0.5542168674698795
11001305,0.3333333333333333
11001313,0.5161290322580645
11001364,0.5116279069767442
11001410,0.375
11001445,0.4375
11001526,0.3114754098360656
11001550,0.3939393939393939
11001640,0.60625
11001658,0.32
11001666,0.6
11001712,0.36231884057971014
11001810,0.425531914893617
11001844,0.3673469387755102
11001887,0.49264705882352944
11001909,0.3888888888888889
11001950,0.3
11001968,0.40625
11002018,0.42613636363636365
11002042,0.04
11002085,0.5227272727272727
11002093,0.23809523809523808
11002158,0.3404255319148936
11002255,0.3178294573643411
11002280,0.35555555555555557
11002301,0.39655172413793105
11002310,0.4117647058823529
11002328,0.5714285714285714
11002468,0.6893203883495146
11002476,0.3853211009174312
11002514,0.39436619718309857
11002522,0.49047619047619045
11002549,0.5333333333333333
11002778,0.45614035087719296
11002883,0.31868131868131866
11002956,0.5079365079365079
11002999,0.5319148936170213
11003065,0.6631944444444444
11003138,0.4576271186440678
11003154,0.7325581395348837
11003162,0.5544554455445545
11003197,0.48148148148148145
11003200,0.5573770491803278
11003308,0.13953488372093023
11003324,0.07692307692307693
11003383,0.3170731707317073
11003413,0.22857142857142856
11003693,0.2972972972972973
11003979,0.49572649572649574
11003987,0.2696629213483146
11004118,0.25
11004240,0.20253164556962025
11004274,0.3584905660377358
11004347,0.3472222222222222
11004428,0.5135135135135135
11004452,0.36666666666666664
11004606,0.25
11004738,0.1346153846153846
11004894,0.4857142857142857
11005041,0.3878504672897196
11005050,0.2878787878787879
11005165,0.29357798165137616
11005360,0.36283185840707965
11005475,0.5632911392405063
11005610,0.3148148148148148
11005742,0.29411764705882354
11005769,0.4716981132075472
11005823,0.45454545454545453
11005971,0.4864864864864865
11005980,0.42424242424242425
11006030,0.3157894736842105
11006102,0.56
11006196,0.3333333333333333
11006358,0.5454545454545454
11006420,0.42105263157894735
11006498,0.3113207547169811
11006528,0.16
11006536,0.5076923076923077
11006617,0.3968253968253968
11006633,0.3624161073825503
11006684,0.5955056179775281
11006773,0.5356037151702786
11006846,0.5955882352941176
11006854,0.2796610169491525
11006889,0.47126436781609193
11007079,0.4069767441860465
11007168,0.36
11007222,0.5098039215686274
11007249,0.2962962962962963
11007281,0.46153846153846156
11007346,0.2222222222222222
11007443,0.3090909090909091
11007451,0.36923076923076925
11007508,0.47107438016528924
11007524,0.42328042328042326
11007605,0.26229508196721313
11007702,0.32075471698113206
11007737,0.20689655172413793
11007834,0.17
11007885,0.5344827586206896
11007893,0.542713567839196
11007907,0.7304964539007093
11008008,0.31683168316831684
11008148,0.3333333333333333
11008598,0.33620689655172414
11008938,0.28205128205128205
11008989,0.14285714285714285
11009020,0.15384615384615385
11009047,0.3
11009080,0.3592233009708738
11009136,0.08823529411764706
11009306,0.2976190476190476
11009543,0.15294117647058825
11009888,0.36507936507936506
11009918,0.20833333333333334
11009950,0.10526315789473684
11009977,0.06521739130434782
11010037,0.26666666666666666
11010126,0.15384615384615385
11010290,0.19148936170212766
11010665,0.37142857142857144
11010932,0.2857142857142857
